t_s,mode,v_cmd_mps,omega_cmd_radps,delta_v_cmd_mps,v_left_est_mps,v_right_est_mps,rpm_front_left,rpm_rear_left,rpm_front_right,rpm_rear_right,epsilon_x_mm,epsilon_y_mm,theta_rad,curvature_inv_mm,confidence,e_x_m_filtered,theta_rad_filtered,de_x_f,dtheta_f,kappa_m,gamma,v_target_mps,omega_pp_radps,omega_pd_radps,omega_target_radps,delta_v_target_mps,error_age_s
0.20433998107910156,waiting_for_enter_start,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,-1.0
0.25940680503845215,waiting_for_enter_start,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.0,120.0,-0.611,-0.0013419999999999999,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.05394339561462402
0.3116719722747803,waiting_for_enter_start,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.0,120.0,-0.611,-0.0013419999999999999,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.10600876808166504
0.3447091579437256,waiting_for_enter_start,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.0,120.0,-0.611,-0.0013419999999999999,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.13909268379211426
0.376680850982666,waiting_for_enter_start,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.0,120.0,-0.611,-0.0013419999999999999,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.1710214614868164
0.408306360244751,waiting_for_enter_start,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.0,120.0,-0.611,-0.0013419999999999999,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.2027606964111328
0.445385217666626,waiting_for_enter_start,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.0,120.0,-0.611,-0.0013419999999999999,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.23969578742980957
0.48164796829223633,waiting_for_enter_start,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.0,120.0,-0.611,-0.0013419999999999999,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.2759974002838135
0.5091965198516846,waiting_for_enter_start,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.0,120.0,-0.611,-0.0013419999999999999,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.3036818504333496
0.5381073951721191,waiting_for_enter_start,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.0,120.0,-0.611,-0.0013419999999999999,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.3324747085571289
